MQ2_mean_norm,MQ2_std_norm,MQ2_min_norm,MQ2_max_norm,MQ2_range_norm,MQ2_slope,MQ2_accel_mean,MQ2_accel_std,MQ2_auc_norm,MQ2_relative_change,MQ2_delta_mean,MQ2_delta_std,MQ2_delta_max_abs,MQ3_mean_norm,MQ3_std_norm,MQ3_min_norm,MQ3_max_norm,MQ3_range_norm,MQ3_slope,MQ3_accel_mean,MQ3_accel_std,MQ3_auc_norm,MQ3_relative_change,MQ3_delta_mean,MQ3_delta_std,MQ3_delta_max_abs,MQ9_mean_norm,MQ9_std_norm,MQ9_min_norm,MQ9_max_norm,MQ9_range_norm,MQ9_slope,MQ9_accel_mean,MQ9_accel_std,MQ9_auc_norm,MQ9_relative_change,MQ9_delta_mean,MQ9_delta_std,MQ9_delta_max_abs,MQ135_mean_norm,MQ135_std_norm,MQ135_min_norm,MQ135_max_norm,MQ135_range_norm,MQ135_slope,MQ135_accel_mean,MQ135_accel_std,MQ135_auc_norm,MQ135_relative_change,MQ135_delta_mean,MQ135_delta_std,MQ135_delta_max_abs,TGS2602_mean_norm,TGS2602_std_norm,TGS2602_min_norm,TGS2602_max_norm,TGS2602_range_norm,TGS2602_slope,TGS2602_accel_mean,TGS2602_accel_std,TGS2602_auc_norm,TGS2602_relative_change,TGS2602_delta_mean,TGS2602_delta_std,TGS2602_delta_max_abs,MQ3_MQ135_correlation
-1.1210642135232252,0.04358753739850312,-1.2697874235018534,-1.042921509975132,0.22686591352672125,0.00010926208672214125,0.0013038270892340327,0.09677348613189599,-66.18312031583058,-0.07250967397124938,-0.06333333333333332,0.0835995746932297,0.3,-0.6711691398133947,0.025127052428999833,-0.7303029847308744,-0.6317465765350749,0.09855640819579947,-0.00032039732589354104,0.0,0.058593278820063203,-39.5891236081707,0.0,-0.06666666666666667,0.013608276348795434,0.1,-1.1547582687950178,0.04784589041578901,-1.2435039088807094,-1.1015108847436028,0.14199302413710657,0.00013216911110289196,0.002448155588570803,0.10788563646807481,-68.14848698692319,-0.06445369591729748,-0.6241496598639455,0.08952430060035274,0.8163265306122448,-0.6467925408542314,0.04852777628246289,-0.6830453089482326,-0.5587501040545146,0.12429520489371793,0.0005163137852628737,-0.0021430207740296193,0.10255199708851383,-38.12450714230566,0.0,-0.009134803601722565,0.01311480571723984,0.026099438862064468,0.5343206682825401,0.24873923177736607,0.15761776180835924,0.8867201614357928,0.7291023996274335,0.003990918942111807,-4.785444071660158e-18,0.5978700997269663,31.53707113533032,0.0,-1.1933333333333331,0.6043913375362762,2.0,-0.1674387815758617
-1.104679453101851,0.044720804561683584,-1.19416545232628,-1.042921509975132,0.1512439423511478,-0.00023323253127226188,0.0013038270892340327,0.10270483587855121,-65.20003469054812,0.0676074777980913,-0.04666666666666667,0.08844332774281066,0.3,-0.6695265330101312,0.024419105662125632,-0.7303029847308744,-0.6317465765350749,0.09855640819579947,0.0001341834954596874,0.0,0.06661834016738251,-39.51520630202385,0.07235879389484837,-0.06833333333333333,0.010408329997330662,0.08333333333333333,-1.165407745605301,0.05297056696019463,-1.2435039088807094,-1.0305143726750496,0.21298953620565975,-2.3672079600517004e-05,0.0,0.1298445965591073,-68.78745559554017,0.06055096258720229,-0.6717687074829931,0.0899111556999068,0.8163265306122448,-0.64886412760246,0.0487043217542603,-0.6830453089482326,-0.5587501040545146,0.12429520489371793,-0.00020203582901590704,0.0,0.11655353926919074,-38.2798761484228,0.09098592823458054,-0.010222280220975249,0.012850642695830571,0.026099438862064468,0.5646999349336834,0.24082156483109343,0.15761776180835924,0.8867201614357928,0.7291023996274335,0.0006381418613020766,-0.012570731028059192,0.49267002740027727,33.54210273430578,2.312866790927906,-0.9533333333333334,0.5518051185780075,2.0,0.09870941602961598
-1.124845312082004,0.04429250286991133,-1.19416545232628,-1.042921509975132,0.1512439423511478,0.0004181376011097306,0.0,0.09829853257744424,-66.33436425818174,0.0633261561051724,-0.06000000000000001,0.07348469228349536,0.2,-0.6719904432150263,0.02462540985447821,-0.7303029847308744,-0.6317465765350749,0.09855640819579947,4.792267694988826e-05,-0.0008496242085844763,0.063061350117427,-39.6384018122686,0.0,-0.06944444444444443,0.010613873985857109,0.08333333333333333,-1.1677742960075859,0.049978496573265314,-1.2435039088807094,-1.0305143726750496,0.21298953620565975,-5.918019900129495e-05,0.0,0.12782092055774102,-68.85845210760871,0.05709387358386692,-0.6649659863945577,0.0822503557098214,0.8163265306122448,-0.6426493673577743,0.04790474368728693,-0.6830453089482326,-0.5587501040545146,0.12429520489371793,0.0007684268710434077,0.0010715103870148088,0.11277360489723165,-37.96913813618851,0.10009298102269669,-0.008047326982469879,0.013496982456044375,0.026099438862064468,0.5282448149523115,0.28621074403157787,0.15761776180835924,1.2512713612495225,1.0936535994411634,-0.0017523578096074015,-0.006285365514029363,0.6035587485457434,31.354795535423456,2.312866790927906,-1.1533333333333333,0.6070328565151056,2.4,0.3829210868697652
-1.1248453120820037,0.04429250286991133,-1.19416545232628,-1.042921509975132,0.1512439423511478,0.0006702808781608245,-0.0013038270892340327,0.09574921236751928,-66.37217524376952,0.0,-0.06666666666666667,0.0767390962214756,0.2,-0.6810247806329744,0.02845078440110373,-0.7303029847308744,-0.6317465765350749,0.09855640819579947,8.763003785122403e-05,0.0008496242085844763,0.07233790523195287,-40.20510115939444,0.07235879389484837,-0.06749999999999999,0.01564212025033454,0.1,-1.1677742960075856,0.046495338167718975,-1.2435039088807094,-1.1015108847436028,0.14199302413710657,-0.00029195564840638657,0.0,0.117918788253497,-68.92944861967726,-0.06445369591729748,-0.6683673469387756,0.09016813701912625,0.8163265306122448,-0.6436851607318885,0.037575180300812965,-0.6830453089482326,-0.5587501040545146,0.12429520489371793,-0.0004973189637314644,-0.0021430207740296193,0.08075521044397053,-37.969138136188505,-0.10009298102269687,-0.008482317630170955,0.011130576868871186,0.026099438862064468,0.5282448149523117,0.24447288967253336,0.15761776180835924,0.8867201614357928,0.7291023996274335,0.003555361798683389,-4.507888315503869e-16,0.5155532509559424,31.172519935516632,4.625733581855647,-1.573333333333333,0.38551552786135884,2.4,5.452903077873409e-16
-1.123584945895744,0.047561083282619473,-1.2697874235018534,-1.042921509975132,0.22686591352672125,-0.0006681796841853979,0.0013038270892340251,0.09366706876357528,-66.25874228700616,-0.0676074777980913,-0.075,0.08874119674649424,0.3,-0.6867739044443962,0.03128508417278999,-0.7303029847308744,-0.6317465765350749,0.09855640819579947,-4.792267694988812e-05,-0.0008496242085844763,0.08055315753005134,-40.525409486030796,0.0,-0.060000000000000005,0.012981468272831023,0.08333333333333333,-1.1819735984212965,0.05259921138608992,-1.2435039088807094,-1.1015108847436028,0.14199302413710657,-0.00013019643780284905,0.0012240777942854034,0.12883091681528297,-69.74590850846565,-0.12890739183459476,-0.6921768707482994,0.09874202970744751,0.8163265306122448,-0.6498999209765745,0.0474207881360982,-0.7451929113950909,-0.5587501040545146,0.18644280734057628,0.0005422158146238882,-0.0032145311610444205,0.09190661339777985,-38.2798761484228,-0.09098592823457956,-0.010874766192526862,0.012418202117204053,0.026099438862064468,0.5464723749429987,0.21940477609283385,0.15761776180835924,0.8867201614357928,0.7291023996274335,-0.001904296348012708,0.012570731028059197,0.506430430696091,32.083897935050985,-0.4111227020041077,-1.5199999999999996,0.3709447398198281,2.4,-0.009174673909034117
-1.1651770300423097,0.051828488918564945,-1.2697874235018534,-1.042921509975132,0.22686591352672125,-0.000237434919223113,-0.0013038270892340327,0.13431950483604088,-68.75426733580011,0.0633261561051724,-0.13999999999999999,0.0916515138991168,0.3,-0.6908804214525545,0.02346111784348522,-0.7795811888287739,-0.6317465765350749,0.14783461229369899,0.000123229740728285,0.0008496242085844801,0.056772446537067284,-40.77180050652029,0.0,-0.06444444444444444,0.012347839317162702,0.1,-1.1890732496281515,0.04913086308651166,-1.2435039088807094,-1.1015108847436028,0.14199302413710657,-0.0004971136716108758,0.0,0.12296956606291118,-70.13638932484268,0.05709387358386692,-0.6972789115646258,0.08366240732142069,0.8163265306122448,-0.6467925408542314,0.04852777628246269,-0.7451929113950909,-0.5587501040545146,0.18644280734057628,-0.0004299736873928264,0.0010715103870148107,0.12667863292209391,-38.18665474475251,0.0,-0.012397233459480624,0.01657965013432418,0.052198877724128935,0.5403965216127699,0.2249707255391395,0.15761776180835924,0.8867201614357928,0.7291023996274335,0.0015092561481590192,-0.01885609654208902,0.3794716229256837,32.26617353495784,0.0,-1.2133333333333336,0.588633068123843,2.4,-0.04483208207908097
-1.1576148329247526,0.046803558747816096,-1.2697874235018534,-1.042921509975132,0.22686591352672125,0.00029206596258418433,0.0,0.09314838571483118,-68.30053550874666,-0.0676074777980913,-0.13,0.08225975119502045,0.3,-0.6958082418623448,0.03024359866704094,-0.7303029847308744,-0.6317465765350749,0.09855640819579947,1.643063209710437e-05,0.0,0.08535235320331126,-41.04283062905875,-0.0723587938948487,-0.06472222222222222,0.01397473469789474,0.1,-1.1642244704041578,0.03687188815061449,-1.2435039088807094,-1.1015108847436028,0.14199302413710657,-0.0004517421857098837,-0.0012240777942854034,0.08694399762147989,-68.7164590834716,-0.06445369591729748,-0.6700680272108845,0.07984145982520748,0.8163265306122448,-0.6488641276024599,0.04157391260426468,-0.7451929113950909,-0.5587501040545146,0.18644280734057628,0.0003090975503747647,0.0010715103870148107,0.10607952831446603,-38.279876148422794,0.09098592823458054,-0.013702205402583847,0.015148358040250423,0.052198877724128935,0.6193826149057405,0.2292779427140771,0.15761776180835924,0.8867201614357928,0.7291023996274335,0.0009724066457937072,-5.742532885992189e-18,0.5065864234398741,36.458512332815495,-0.4111227020041077,-1.4066666666666663,0.6087875016967925,2.4,0.2801062027999146
-1.1261056782682632,0.049202733007048645,-1.2697874235018534,-1.042921509975132,0.22686591352672125,-0.0003109767083630161,0.0,0.11998043292870006,-66.4099862293573,-0.0676074777980913,-0.08333333333333333,0.08595864638818419,0.2,-0.7007360622721345,0.02873388375592223,-0.7303029847308744,-0.6317465765350749,0.09855640819579947,0.0003258742032592438,-0.0008496242085844801,0.07233790523195292,-41.33849985364615,0.0674762908709302,-0.05805555555555554,0.014748404391620314,0.08333333333333333,-1.1677742960075856,0.03635563711925804,-1.2435039088807094,-1.1015108847436028,0.14199302413710657,0.0002840649552062138,-0.002448155588570803,0.08438149888210297,-68.85845210760873,0.05709387358386692,-0.6768707482993199,0.06708531606570074,0.8163265306122448,-0.6426493673577743,0.04063426779737991,-0.6830453089482326,-0.5587501040545146,0.12429520489371793,0.0006061074870477219,0.0,0.09160003818385902,-37.90699053374165,0.09098592823458054,-0.011309756840227938,0.012933201746329554,0.0391491582930967,0.45533457498956975,0.2050544240279244,0.15761776180835924,0.8867201614357928,0.7291023996274335,0.002684247511826572,-0.0062853655140298215,0.5088041235420372,26.980181137658963,2.312866790927906,-1.5200000000000002,0.6188160739131888,2.4,0.2010939770376284
-1.1487922696209352,0.04822444981495306,-1.2697874235018534,-1.042921509975132,0.22686591352672125,-0.00015548835418150843,0.0,0.10967658317215474,-67.77118171051764,-0.0676074777980913,-0.10333333333333332,0.08938058451861282,0.3,-0.6990934554688714,0.02539408492780052,-0.7303029847308744,-0.6317465765350749,0.09855640819579947,-0.00012596817941113597,0.0,0.0571463078619881,-41.2153043434014,0.0,-0.05388888888888889,0.014709113660970807,0.08333333333333333,-1.1689575712087281,0.03019091372030597,-1.2435039088807094,-1.1015108847436028,0.14199302413710657,-0.0003215457479070353,0.0012240777942854034,0.06785631945500444,-69.00044513174582,-0.06445369591729748,-0.7193877551020408,0.07996814928917516,0.9183673469387754,-0.6426493673577743,0.03556559110207368,-0.6830453089482326,-0.5587501040545146,0.12429520489371793,-0.00016059258203828528,0.0010715103870148088,0.08826150149881921,-37.96913813618851,-0.11122591435773783,-0.008917308277872026,0.011790974960572277,0.026099438862064468,0.5343206682825414,0.22041199535558895,0.15761776180835924,0.8867201614357928,0.7291023996274335,0.002856444522019076,0.006285365514029371,0.41450067507291133,31.354795535423552,-0.4111227020041077,-1.2266666666666666,0.5926962872238098,2.4,0.016954565186229714
-1.1450111710621564,0.0410151895759486,-1.19416545232628,-1.042921509975132,0.1512439423511478,-0.0007123047576693401,0.0026076541784680655,0.1041104093800627,-67.5821267825787,0.0,-0.11333333333333333,0.08459051693633014,0.3,-0.6958082418623445,0.028874392582861917,-0.7795811888287739,-0.6317465765350749,0.14783461229369899,0.00010132223126547883,0.0008496242085844763,0.06816612913424824,-41.09210883315664,0.07235879389484837,-0.05805555555555555,0.014106626583994022,0.1,-1.1725073968121558,0.028984204680883897,-1.2435039088807094,-1.1015108847436028,0.14199302413710657,-0.0001578138640034528,0.0,0.07799594715520937,-69.1779364119172,0.0,-0.7465986394557823,0.08011269192730529,0.9183673469387754,-0.6374704004872026,0.03740347256167925,-0.6830453089482326,-0.5587501040545146,0.12429520489371793,-8.288649395524382e-05,-0.0010715103870148107,0.08361214641562278,-37.565178720283924,0.0,-0.012832224107181699,0.01553075004170882,0.0391491582930967,0.6011550549150549,0.2314413680499707,0.15761776180835924,0.8867201614357928,0.7291023996274335,-0.004223891367666502,-0.0062853655140293644,0.5177325432025691,35.54713433328122,0.0,-1.0466666666666666,0.6453595036015887,2.4,0.19849634289235768
