pineapple_id,start_idx,end_idx,majority_label,label_purity,true_label,predicted_label
07,480,600,0,1.0,0,1
07,600,720,1,1.0,1,0
07,840,960,1,1.0,1,0
07,1800,1920,3,1.0,3,2
07,2520,2640,3,1.0,3,2
08,840,960,0,0.5,0,1
08,1440,1560,1,0.5,1,2
08,2040,2160,2,0.5,2,1
02,840,960,0,0.5,0,1
02,2640,2760,2,0.5,2,0
06,840,960,0,0.5,0,1
04,1920,2040,2,1.0,2,3
04,2040,2160,2,0.5,2,3
03,1800,1920,3,1.0,3,2
01,2640,2760,1,0.5,1,0
05,2640,2760,2,0.5,2,0
